id,name,group,section,table_section,sort_order,image,source_sheet,source_row,source_cell,seasons,level,base_time_seconds,base_harvests,base_seed_cost_coins,base_sell_coins,base_stock,base_oil_per_seed,base_yield_per_plot,market_price_flower,sfl_hub_market_price_flower,default_time_seconds,default_seed_cost_coins,default_sell_coins,default_stock,default_yield_per_plot,base_value_source,excel_current,excel_formulas
kale,Kale,crops,Crops,Advanced crops,21,crops/crops/kale.png,Informações CropsFrutasGH,25,B25,"[""Spring"", ""Winter""]",Advanced,129600,,7.0,10.0,60.0,,1,0.0231,0.0,129600,7.0,10.0,60.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 94186, ""seed_cost_coins"": 7.0, ""sell_coins"": 10.0, ""stock"": 72.0, ""yield_per_plot"": 2.557894737}","{""time_seconds"": ""=C25*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D25*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E25*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F25*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$75=TRUE,NFTs!$G$75,0)+IF(NFTs!$B$78=TRUE,NFTs!$G$78,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!F21)+IF(NFTs!$B$79=TRUE,NFTs!$G$79,0)+(Buds!O27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
artichoke,Artichoke,crops,Crops,Advanced crops,22,crops/crops/artichoke.png,Informações CropsFrutasGH,26,B26,"[""Autumn""]",Advanced,129600,,7.0,12.0,60.0,,1,0.0189,0.0,129600,7.0,12.0,60.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 94186, ""seed_cost_coins"": 7.0, ""sell_coins"": 12.0, ""stock"": 72.0, ""yield_per_plot"": 2.357894737}","{""time_seconds"": ""=C26*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D26*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E26*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F26*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$H$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$H$87,0)+(Buds!G21)+(Buds!P27)+IF(NFTs!$B$80=TRUE,NFTs!$G$80,0)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
barley,Barley,crops,Crops,Advanced crops,23,crops/crops/barley.png,Informações CropsFrutasGH,27,B27,"[""Spring"", ""Autumn""]",Advanced,172800,,10.0,12.0,60.0,,1,0.02936333,0.0,172800,10.0,12.0,60.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 125582, ""seed_cost_coins"": 10.0, ""sell_coins"": 12.0, ""stock"": 72.0, ""yield_per_plot"": 2.357894737}","{""time_seconds"": ""=C27*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D27*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E27*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F27*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$75=TRUE,NFTs!$G$75,0)+IF(NFTs!$B$81=TRUE,NFTs!$G$81,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!F21)+(Buds!O27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
coffee,Coffee,crops,Crops,Other crops,123,crops/placeholder.svg,Informações CropsFrutasGH,18,B18,[],,43200,,,,,,,,,31395,0.0,0.0,0.0,2.357894737,,"{""time_seconds"": 31395, ""seed_cost_coins"": 0.0, ""sell_coins"": 0.0, ""stock"": 0.0, ""yield_per_plot"": 2.357894737}","{""time_seconds"": ""=C18*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D18*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E18*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F18*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!F21)+(Buds!O27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
tomato,Tomato,fruits,Fruits,,,crops/fruits/tomato.png,Informações CropsFrutasGH,33,B33,"[""Spring"", ""Autumn""]",,7200,4.0,5.0,2.0,20.0,,1,0.004988,0.0,7200,5.0,2.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 7200, ""harvests"": 6.0, ""seed_cost_coins"": 5.0, ""sell_coins"": 2.0, ""stock"": 24.0, ""yield_per_plot"": 1.6, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C33*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$65,1)*IF(Skills!$B$66=TRUE,Skills!$F$67,1)*IF(NFTs!$B$111=TRUE,NFTs!$G$111,1)*IF(NFTs!$B$112=TRUE,NFTs!$G$112,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D33+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E33*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F33"", ""stock"": ""=G33*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)+IF(Skills!$B$61=TRUE,Skills!$F$61,0)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$68,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$113=TRUE,NFTs!$G$113,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
lemon,Lemon,fruits,Fruits,,,crops/fruits/lemon.png,Informações CropsFrutasGH,34,B34,"[""Summer"", ""Winter""]",,14400,4.0,15.0,6.0,20.0,,1,0.01189333,0.0,14400,15.0,6.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 14400, ""harvests"": 6.0, ""seed_cost_coins"": 15.0, ""sell_coins"": 6.0, ""stock"": 24.0, ""yield_per_plot"": 1.6, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C34*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$65,1)*IF(Skills!$B$66=TRUE,Skills!$F$67,1)*IF(NFTs!$B$116=TRUE,NFTs!$G$116,1)*IF(NFTs!$B$117=TRUE,NFTs!$G$117,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D34+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E34*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F34"", ""stock"": ""=G34*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)+IF(Skills!$B$61=TRUE,Skills!$F$61,0)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$68,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$114=TRUE,NFTs!$G$114,0)+IF(NFTs!$B$115=TRUE,NFTs!$G$115,0)+IF(NFTs!$B$126=TRUE,NFTs!$G$126,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
blueberry,Blueberry,fruits,Fruits,,,crops/fruits/blueberry.png,Informações CropsFrutasGH,36,B36,"[""Spring"", ""Winter""]",,21600,4.0,30.0,12.0,20.0,,1,0.01785,0.0,21600,30.0,12.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 21600, ""harvests"": 6.0, ""seed_cost_coins"": 30.0, ""sell_coins"": 12.0, ""stock"": 24.0, ""yield_per_plot"": 1.7, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C36*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$65,1)*IF(Skills!$B$66=TRUE,Skills!$F$66,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D36+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E36*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F36"", ""stock"": ""=G36*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$69,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$118=TRUE,NFTs!$G$118,0)+IF(NFTs!$B$125=TRUE,NFTs!$G$125,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
orange,Orange,fruits,Fruits,,,crops/fruits/orange.png,Informações CropsFrutasGH,38,B38,"[""Spring"", ""Summer""]",,28800,4.0,50.0,18.0,20.0,,1,0.019999,0.0,28800,50.0,18.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 14400, ""harvests"": 6.0, ""seed_cost_coins"": 50.0, ""sell_coins"": 18.0, ""stock"": 24.0, ""yield_per_plot"": 1.7, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C38*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$65,1)*IF(Skills!$B$66=TRUE,Skills!$F$66,1)*IF(NFTs!$B$119=TRUE,NFTs!$G$119,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D38+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E38*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F38"", ""stock"": ""=G38*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$69,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$125=TRUE,NFTs!$G$125,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
apple,Apple,fruits,Fruits,,,crops/fruits/apple.png,Informações CropsFrutasGH,39,B39,"[""Autumn"", ""Winter""]",,43200,4.0,70.0,25.0,20.0,,1,0.027475,0.0,43200,70.0,25.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 43200, ""harvests"": 6.0, ""seed_cost_coins"": 70.0, ""sell_coins"": 25.0, ""stock"": 24.0, ""yield_per_plot"": 1.7, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C39*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$64,1)*IF(Skills!$B$66=TRUE,Skills!$F$67,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D39+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E39*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F39"", ""stock"": ""=G39*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$69,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$120=TRUE,NFTs!$G$120,0)+IF(NFTs!$B$125=TRUE,NFTs!$G$125,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
banana,Banana,fruits,Fruits,,,crops/fruits/banana.png,Informações CropsFrutasGH,40,B40,"[""Summer"", ""Autumn""]",,43200,4.0,70.0,25.0,20.0,,1,0.02494872,0.0,43200,70.0,25.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 43200, ""harvests"": 6.0, ""seed_cost_coins"": 70.0, ""sell_coins"": 25.0, ""stock"": 24.0, ""yield_per_plot"": 1.7, ""axes"": 1.0, ""wood"": 1.0}","{""time_seconds"": ""=C40*IF(Skills!$B$58=TRUE,Skills!$F$58,1)*IF(Skills!$B$64=TRUE,Skills!$F$64,1)*IF(Skills!$B$66=TRUE,Skills!$F$67,1)*IF(NFTs!$B$121=TRUE,NFTs!$G$121,1)*IF(NFTs!$B$127=TRUE,NFTs!$G$127,1)*IF(NFTs!$B$110=TRUE,NFTs!$G$110,1)*IF(Shrine!$B$27=TRUE,Shrine!$H$27,1)"", ""harvests"": ""=D40+IF(NFTs!$B$108=TRUE,NFTs!$G$108,0)"", ""seed_cost_coins"": ""=E40*IF(Skills!$B$53=TRUE,Skills!$F$53,1)*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=F40"", ""stock"": ""=G40*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=1+IF(Skills!$B$52=TRUE,Skills!$F$52,0)+IF(Skills!$B$63=TRUE,Skills!$F$63,0)+IF(NFTs!$B$109=TRUE,NFTs!$G$109,0)+IF(NFTs!$B$124=TRUE,NFTs!$G$124,0)+IF(Skills!$B$68=TRUE,Skills!$F$69,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$122=TRUE,NFTs!$G$122,0)+IF(NFTs!$B$128=TRUE,NFTs!$G$128,0)+IF(NFTs!$B$125=TRUE,NFTs!$G$125,0)+(Buds!L21)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0)"", ""axes"": ""=1*IF(Skills!$B$20=TRUE,Skills!$F$20,1)*IF(NFTs!$J$22=TRUE,NFTs!$O$22,1)*IF(Skills!$B$56=TRUE,Skills!$F$56,1)"", ""wood"": ""=1+IF(Skills!$B$56=TRUE,Skills!$G$56,0)+IF(Skills!$B$59=TRUE,Skills!$F$59,0)""}"
celestine,Celestine,fruits,Special Fruits,,,crops/fruits/celestine.png,Informações CropsFrutasGH,71,B71,"[""Spring"", ""Summer"", ""Autumn"", ""Winter""]",,21600,1,0.0,200.0,20.0,,1,0.2026,10.0,21600,0.0,200.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 21600, ""seed_cost_coins"": null, ""sell_coins"": 200.0, ""stock"": null}","{""sell_coins"": ""=E71""}"
lunara,Lunara,fruits,Special Fruits,,,crops/fruits/lunara.png,Informações CropsFrutasGH,72,B72,"[""Spring"", ""Summer"", ""Autumn"", ""Winter""]",,43200,1,0.0,500.0,20.0,,1,0.509,10.0,43200,0.0,500.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 43200, ""seed_cost_coins"": null, ""sell_coins"": 500.0, ""stock"": null}","{""sell_coins"": ""=E72""}"
duskberry,Duskberry,fruits,Special Fruits,,,crops/fruits/duskberry.png,Informações CropsFrutasGH,73,B73,"[""Spring"", ""Summer"", ""Autumn"", ""Winter""]",,86400,1,0.0,1000.0,20.0,,1,0.99,10.0,86400,0.0,1000.0,20.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 86400, ""seed_cost_coins"": null, ""sell_coins"": 1000.0, ""stock"": null}","{""sell_coins"": ""=E73""}"
